file_x,file_y,decision,dist_l2,y,y_pred,y_pred_final,dist_l2_scaled
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10546366/3938451899,1128540724_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10546366/2755818805,2940787277_align.jpg",Yes,1.3486,1,No,No,-1.3486
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10535672/2857622725,1573400738_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10535672/2894014869,2013233180_align.jpg",Yes,1.0385,1,Yes,No,-1.0385
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10434130/2523803581,2646337786_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10434130/8601a18b87d6277f07047e562c381f30e924fc4e.jpg_align.jpg",Yes,0.6611,1,Yes,No,-0.6611
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10199161/1859293875,253541453_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10199161/309069136,4182427287_align.jpg",Yes,0.8745,1,Yes,No,-0.8745
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299531/1881993030,1273681015_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299531/376833521,3263862007_align.jpg",Yes,0.5249,1,Yes,No,-0.5249
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10522810/4025624154,1757756725_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10522810/1109910408,4111728691_align.jpg",Yes,1.2205,1,No,No,-1.2205
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10572521/693252776,2924490784_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10572521/2363906116,2135889310_align.jpg",Yes,1.1655,1,No,No,-1.1655
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10359215/2976260736,2062508094_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10359215/2970384599,1033261259_align.jpg",Yes,1.3268,1,No,No,-1.3268
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10499762/955278058,613394842_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10499762/3273008800,2591904989_align.jpg",Yes,0.8436,1,Yes,No,-0.8436
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10535672/116187905,1884889967_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10535672/3307034979,3750780004_align.jpg",Yes,1.3717,1,No,No,-1.3717
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10369261/2577359835,2349148915_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10369261/2686134088,2340142725_align.jpg",Yes,0.8391,1,Yes,No,-0.8391
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10370647/2752527848,3764575794_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10370647/2087411175,3186340163_align.jpg",Yes,0.8111,1,Yes,No,-0.8111
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10347418/cdbf6c81800a19d854c1731331fa828ba71e46e2.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10347418/b219ebc4b74543a9bb000cda1c178a82b9011488.jpg_align.jpg",Yes,0.4868,1,Yes,No,-0.4868
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10499762/3224087152,1609089485_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10499762/1679403512,4077549481_align.jpg",Yes,1.2569,1,No,No,-1.2569
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299531/585882399,234574636_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299531/2480982307,2057079270_align.jpg",Yes,0.9607,1,Yes,No,-0.9607
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10413855/3873881568,1536583514_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10413855/1331998838,2534640426_align.jpg",Yes,1.1825,1,No,No,-1.1825
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10288134/1148429503,2805470671_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10288134/1923973602,136717711_align.jpg",Yes,1.2346,1,No,No,-1.2346
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390266/1698706224,238890759_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390266/189791759,3587897995_align.jpg",Yes,1.0709,1,No,No,-1.0709
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10377873/9f2f070828381f30125fa600a8014c086f06f0d1.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10377873/35a85edf8db1cb130cee50bedc54564e93584b93.jpg_align.jpg",Yes,1.192,1,No,No,-1.192
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10386115/944564001,2924855797_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10386115/1074757490,465159224_align.jpg",Yes,0.6973,1,Yes,No,-0.6973
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10139316/1612835870,1485085886_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10139316/b64543a98226cffca022c855b9014a90f703eac9.jpg_align.jpg",Yes,0.9849,1,Yes,No,-0.9849
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10573907/2287636071,418496651_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10573907/1900991288,3283114363_align.jpg",Yes,0.7988,1,Yes,No,-0.7988
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10434130/3644470657,1438542031_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10434130/2344054596,3029615269_align.jpg",Yes,1.1266,1,No,No,-1.1266
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10231886/1575251505,3601477613_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10231886/920638820,4099870645_align.jpg",Yes,0.6683,1,Yes,No,-0.6683
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10404649/1593903952,2463602020_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10404649/271851299,378378974_align.jpg",Yes,1.2007,1,No,No,-1.2007
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390266/264080316,1101685529_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390266/2133644179,2447551250_align.jpg",Yes,0.6101,1,Yes,No,-0.6101
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10177374/190210454,3016117165_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10177374/2903627452,59159473_align.jpg",Yes,0.7957,1,Yes,No,-0.7957
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10479623/2644624367,1615493984_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10479623/3113361198,3515851215_align.jpg",Yes,1.1419,1,No,No,-1.1419
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10572521/1260631205,2601036421_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10572521/2145388597,1529262715_align.jpg",Yes,0.7057,1,Yes,No,-0.7057
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10229710/3397383200,644439200_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10229710/69956007,1640284956_align.jpg",Yes,1.2914,1,No,No,-1.2914
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10298850/3614966836,799653817_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10298850/205352044,1033029832_align.jpg",Yes,0.8707,1,Yes,No,-0.8707
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10347418/cefc1e178a82b90169182974728da9773812efc4.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10347418/960a304e251f95ca22e164a0cb177f3e67095294.jpg_align.jpg",Yes,1.146,1,No,No,-1.146
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10459486/978486520,756284342_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10459486/1880818218,1666095305_align.jpg",Yes,1.2045,1,No,No,-1.2045
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10347418/bd3eb13533fa828b694848a4fc1f4134970a5a0a.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10347418/b219ebc4b74543a9bb000cda1c178a82b9011488.jpg_align.jpg",Yes,0.762,1,Yes,No,-0.762
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10444615/65907581,1861425117_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10444615/1982905461,2368223084_align.jpg",Yes,1.1445,1,No,No,-1.1445
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10199161/359606281,2930604990_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10199161/1158540848,3278278123_align.jpg",Yes,1.0749,1,No,No,-1.0749
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10403975/1654290792,280342432_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10403975/234785893,39061367_align.jpg",Yes,1.094,1,No,No,-1.094
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10359215/3141895648,4001587994_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10359215/1914913892,2591548967_align.jpg",Yes,0.6529,1,Yes,No,-0.6529
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10298850/3833561109,3829032780_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10298850/801460833,3587431669_align.jpg",Yes,0.7709,1,Yes,No,-0.7709
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10236146/3475362374,1665783138_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10236146/1036377573,1006683099_align.jpg",Yes,1.142,1,No,No,-1.142
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10377873/09fa513d269759eeea3a0e66b3fb43166d22df31.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10377873/42a98226cffc1e172d3be09c4b90f603728de993.jpg_align.jpg",Yes,1.3527,1,No,No,-1.3527
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10491023/177078695,4223259106_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10491023/541763362,3583551557_align.jpg",Yes,0.5416,1,Yes,No,-0.5416
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10370647/2077837187,1259217730_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10370647/2711284790,1416524999_align.jpg",Yes,0.9966,1,Yes,No,-0.9966
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10510968/3013948406,2963571359_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10510968/3911528867,570468195_align.jpg",Yes,0.8253,1,Yes,No,-0.8253
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10575539/1847999607,2708692993_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10575539/1604527734,1506756262_align.jpg",Yes,1.2774,1,No,No,-1.2774
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10404649/3778649661,426859449_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10404649/1125284127,2618456622_align.jpg",Yes,1.032,1,Yes,No,-1.032
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10491023/3600617148,734957019_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10491023/731218534,2147392047_align.jpg",Yes,0.6363,1,Yes,No,-0.6363
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364756/1227707418,4221123594_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364756/760005636,2639165458_align.jpg",Yes,1.2235,1,No,No,-1.2235
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10386115/624942866,3136359180_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10386115/2852633541,3309049365_align.jpg",Yes,1.3742,1,No,No,-1.3742
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10369261/3900462411,1791861753_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10369261/3228646123,1498606445_align.jpg",Yes,0.9508,1,Yes,No,-0.9508
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10295580/826806416,3277391662_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10295580/3418538747,3525588487_align.jpg",Yes,0.8072,1,Yes,No,-0.8072
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10298850/1589945249,3618071147_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10298850/2797064097,1313535011_align.jpg",Yes,0.7303,1,Yes,No,-0.7303
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10522810/535990824,599548149_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10522810/1008630157,1438147819_align.jpg",Yes,0.6177,1,Yes,No,-0.6177
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299531/3683095710,3288696136_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299531/784096876,4269153016_align.jpg",Yes,0.4385,1,Yes,No,-0.4385
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10337092/3429996296,2368834719_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10337092/1415938515,718424471_align.jpg",Yes,1.1066,1,No,No,-1.1066
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10253101/1169944649,1622477206_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10253101/3974329693,2652964096_align.jpg",Yes,0.5955,1,Yes,No,-0.5955
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10229710/505459514,166942480_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10229710/3072411846,4000087905_align.jpg",Yes,0.9716,1,Yes,No,-0.9716
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10298850/1586400331,4070034439_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10298850/1392939807,4247720220_align.jpg",Yes,0.9999,1,Yes,No,-0.9999
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10587300/1417597222,2848863852_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10587300/1639145927,2060846488_align.jpg",Yes,0.8562,1,Yes,No,-0.8562
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10139316/4d086e061d950a7bdd3d39230ad162d9f3d3c9c9.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10139316/359b033b5bb5c9ea00fa7404d539b6003bf3b3cf.jpg_align.jpg",Yes,1.0545,1,No,No,-1.0545
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10290767/131146424,1402131366_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10290767/1321831497,1568707708_align.jpg",Yes,1.2428,1,No,No,-1.2428
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10444615/778730962,52260935_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10444615/a8773912b31bb0519cf920af367adab44bede05c.jpg_align.jpg",Yes,1.1618,1,No,No,-1.1618
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10499762/1206563498,2860466986_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10499762/1976622197,2304735925_align.jpg",Yes,1.2831,1,No,No,-1.2831
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10480362/73507989,1880207275_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10480362/770104222,2263077397_align.jpg",Yes,1.3922,1,No,No,-1.3922
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10535672/1019984786,3250133083_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10535672/3307034979,3750780004_align.jpg",Yes,0.837,1,Yes,No,-0.837
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10386115/708764099,2213656313_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10386115/381196617,661429428_align.jpg",Yes,1.0095,1,Yes,No,-1.0095
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10272840/1469741381,1040249911_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10272840/385596187,3381876874_align.jpg",Yes,1.3759,1,No,No,-1.3759
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10150070/3962981907,2626172827_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10150070/3066265823,1865097832_align.jpg",Yes,0.8966,1,Yes,No,-0.8966
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10479623/3074628011,1418157357_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10479623/2405536838,504952840_align.jpg",Yes,0.872,1,Yes,No,-0.872
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10515449/2031660858,3349580316_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10515449/168106712,1135380436_align.jpg",Yes,1.015,1,Yes,No,-1.015
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10587300/2179359351,600473908_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10587300/2363673561,704827517_align.jpg",Yes,0.9483,1,Yes,No,-0.9483
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10451441/4047934963,1608652314_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10451441/1355438821,609088676_align.jpg",Yes,1.0879,1,No,No,-1.0879
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10403975/3553490308,3283644196_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10403975/873769657,2115199249_align.jpg",Yes,0.7009,1,Yes,No,-0.7009
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10231886/1749989488,2173656307_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10231886/105875055,2583447531_align.jpg",Yes,0.4318,1,Yes,No,-0.4318
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10369261/4080586410,2220470605_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10369261/2297341259,173309753_align.jpg",Yes,0.7549,1,Yes,No,-0.7549
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10370647/2525084621,3697172786_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10370647/67518780,2509601386_align.jpg",Yes,0.9968,1,Yes,No,-0.9968
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10236146/3648885594,288035184_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10236146/3174150397,3064360246_align.jpg",Yes,1.091,1,No,No,-1.091
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10347418/d833c895d143ad4bdddcac8783025aafa50f0682.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10347418/728da9773912b31bf59d3a3f8418367adab4e137.jpg_align.jpg",Yes,0.6559,1,Yes,No,-0.6559
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10236146/3475362374,1665783138_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10236146/2842020579,2155204473_align.jpg",Yes,1.2909,1,No,No,-1.2909
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10572521/3482198247,2857525863_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10572521/564394564,1270789906_align.jpg",Yes,1.2228,1,No,No,-1.2228
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10403757/7a899e510fb30f24d99592f3c995d143ad4b0336.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10403757/3ac79f3df8dcd100bf3d7061738b4710b8122fc8.jpg_align.jpg",Yes,1.2016,1,No,No,-1.2016
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10479623/3074628011,1418157357_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10479623/135510475,3967966534_align.jpg",Yes,1.092,1,No,No,-1.092
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10188406/1361002244,227517690_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10188406/1867235957,1098254839_align.jpg",Yes,0.9757,1,Yes,No,-0.9757
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10288134/1148429503,2805470671_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10288134/3009427860,508105597_align.jpg",Yes,0.8844,1,Yes,No,-0.8844
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10272840/3774176350,3094129591_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10272840/54054839,1615869419_align.jpg",Yes,0.573,1,Yes,No,-0.573
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10480362/3665256552,2067295810_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10480362/2581108546,84156642_align.jpg",Yes,1.1173,1,No,No,-1.1173
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390266/2453900008,3787863190_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390266/709166432,2174472791_align.jpg",Yes,0.9849,1,Yes,No,-0.9849
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10359215/4113051572,2504302171_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10359215/1879599049,2129432344_align.jpg",Yes,1.1306,1,No,No,-1.1306
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10236146/1276291167,1565210178_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10236146/1149073567,2598114092_align.jpg",Yes,1.1327,1,No,No,-1.1327
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10290767/252826892,3082478099_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10290767/1014632625,443172045_align.jpg",Yes,0.8747,1,Yes,No,-0.8747
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10459486/4106375887,2366227794_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10459486/3916615280,3061585235_align.jpg",Yes,1.0792,1,No,No,-1.0792
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299531/262105565,2552216128_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299531/464957330,1336098832_align.jpg",Yes,1.1444,1,No,No,-1.1444
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10515449/2465707272,2552708099_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10515449/3206436100,3814757370_align.jpg",Yes,1.364,1,No,No,-1.364
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10389172/500440891,3504435173_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10389172/3798080929,1749000254_align.jpg",Yes,0.9879,1,Yes,No,-0.9879
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390266/938548256,4017705734_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390266/1365155218,298229182_align.jpg",Yes,0.9925,1,Yes,No,-0.9925
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10150070/3962981907,2626172827_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10150070/1473375588,1871986842_align.jpg",Yes,0.7535,1,Yes,No,-0.7535
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10459486/338020498,1322627330_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10459486/1330623503,748263028_align.jpg",Yes,0.4267,1,Yes,No,-0.4267
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390266/1906189740,55070146_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390266/904425989,1628777414_align.jpg",Yes,0.9139,1,Yes,No,-0.9139
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10295580/2045608109,2606984102_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10295580/897264129,766268389_align.jpg",Yes,1.0505,1,No,No,-1.0505
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10177374/3097738335,3620327350_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10177374/2821707420,3568668658_align.jpg",Yes,1.0072,1,Yes,No,-1.0072
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10295580/320388769,1827227604_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10295580/520856068,3396751534_align.jpg",Yes,0.7419,1,Yes,No,-0.7419
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10403975/1654290792,280342432_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10403975/1460372475,1137427067_align.jpg",Yes,1.0267,1,Yes,No,-1.0267
