file_x,file_y,decision,distance_l2,distance_l2_scaled,y,pred_euclidean_l2
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7282/1939496603,3763620929_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7282/1642227122,1656904921_align.jpg",Yes,1.5949,-1.5949,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5630/2038946398,2931846133_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5630/348857704,758110207_align.jpg",Yes,0.8539,-0.8539,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/2130496354,3060756402_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/813035147,187504018_align.jpg",Yes,1.4511,-1.4511,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10172/1448656056,1585623572_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10172/3769404221,164952544_align.jpg",Yes,1.0286,-1.0286,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/10126721,1608690859_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1841848971,3422967631_align.jpg",Yes,1.2956,-1.2956,1,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8916/58ee3d6d55fbb2fbe739fd674d4a20a44623dcb1.jpg_align.jpg,/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8916/f7246b600c33874453b28a09530fd9f9d72aa054.jpg_align.jpg,Yes,1.0124,-1.0124,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/945854451,3825607816_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/2119951859,3974357069_align.jpg",Yes,1.4978,-1.4978,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4500/2085181679,1466078340_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4500/946163267,4056104056_align.jpg",Yes,1.2227,-1.2227,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15741/244741128,720285627_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15741/3182355827,3156492305_align.jpg",Yes,0.9608,-0.9608,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9032/536833912,2181651697_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9032/2655615258,2702316464_align.jpg",Yes,1.1505,-1.1505,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/3331375528,1998196126_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/1129218375,123798029_align.jpg",Yes,1.506,-1.506,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3900/2770923921,651274735_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3900/4082417169,51568607_align.jpg",Yes,1.2455,-1.2455,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1357317070,524222170_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1893177422,2552916842_align.jpg",Yes,1.4031,-1.4031,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9430/1538416070,1685837386_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9430/3006193683,3394535244_align.jpg",Yes,1.1014,-1.1014,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/355231118,2606862702_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1760696073,1966027850_align.jpg",Yes,1.2512,-1.2512,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/3392686770,2560570154_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/2783024023,1089162660_align.jpg",Yes,1.4834,-1.4834,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7508/1347530203,979300555_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7508/749913058,778419128_align.jpg",Yes,1.0864,-1.0864,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/624065243,1509707904_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/3120371550,3735081211_align.jpg",Yes,1.0491,-1.0491,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2357052990,1067844214_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1280497489,1697627976_align.jpg",Yes,1.0512,-1.0512,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5276/2416485688,404203117_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5276/3255546226,2104335371_align.jpg",Yes,1.4976,-1.4976,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5758/1573861257,942509958_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5758/2694623588,208408629_align.jpg",Yes,1.0865,-1.0865,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/1898092139,1945980898_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/3828779812,3017144347_align.jpg",Yes,1.1113,-1.1113,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/1898092139,1945980898_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/3519693684,120457631_align.jpg",Yes,1.2901,-1.2901,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4303/1779954503,947742028_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4303/2859399935,1093086472_align.jpg",Yes,1.2573,-1.2573,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2772/1149650892,4263904938_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2772/24481541,3148605122_align.jpg",Yes,0.9975,-0.9975,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2820/1072531189,2179888449_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2820/2577709701,3837986835_align.jpg",Yes,1.3193,-1.3193,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6751/2411652951,3087192944_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6751/3129544786,3433504537_align.jpg",Yes,1.2847,-1.2847,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5235/3688854675,4003557188_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5235/2049087740,4205846118_align.jpg",Yes,0.7904,-0.7904,1,Yes
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8916/8435e5dde71190ef8f9d28aacc1b9d16fdfa6065.jpg_align.jpg,/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8916/738b4710b912c8fcf44753b8fe039245d688210a.jpg_align.jpg,Yes,1.129,-1.129,1,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/86d6277f9e2f07080d73eca3e924b899a901f21b.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/2841758954,2691920907_align.jpg",Yes,0.9119,-0.9119,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2806518600,2030381457_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1293872056,1405535806_align.jpg",Yes,1.6041,-1.6041,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/146501943,2305168970_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/4252058690,4014229449_align.jpg",Yes,1.3223,-1.3223,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14805/1035546373,3054477209_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14805/1655451858,3873266131_align.jpg",Yes,1.3477,-1.3477,1,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/a6aed01b4cc655b7ae51333b.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/615831717,673691225_align.jpg",Yes,1.3398,-1.3398,1,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2735/a992e31f7e93f75c314e155a.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2735/169928938,4015976133_align.jpg",Yes,1.0034,-1.0034,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1913715974,3367869404_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/523733017,902344373_align.jpg",Yes,1.3008,-1.3008,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1350672878,3245377076_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3612740617,1648131973_align.jpg",Yes,1.1016,-1.1016,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/3138088122,2565467285_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/1353816333,3679237623_align.jpg",Yes,1.3723,-1.3723,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12240/1647664934,742666665_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12240/2100988068,2602829250_align.jpg",Yes,1.2513,-1.2513,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13000/3244425010,3830645454_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13000/311653358,3532567244_align.jpg",Yes,1.3045,-1.3045,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14805/1035546373,3054477209_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14805/3759228486,4174652078_align.jpg",Yes,1.5279,-1.5279,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11364/1301529298,2692785125_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11364/2645758134,824621729_align.jpg",Yes,0.9379,-0.9379,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/3871205326,263908076_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/2062677170,923047193_align.jpg",Yes,1.4241,-1.4241,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3281025033,1800480112_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3462794939,1686536878_align.jpg",Yes,1.2837,-1.2837,1,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/d4628535e5dde71174fed354a7efce1b9d166160.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/2162575964,3187094745_align.jpg",Yes,1.2532,-1.2532,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10791/2753744730,3474430528_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10791/1428355959,1850111445_align.jpg",Yes,1.3451,-1.3451,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/438823917,1304912170_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/3700422221,3282557988_align.jpg",Yes,1.3081,-1.3081,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1102017739,3274298962_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2544409247,623282938_align.jpg",Yes,1.1929,-1.1929,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3159952674,613580567_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3643627310,4220534093_align.jpg",Yes,1.3402,-1.3402,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6915/608290871,3017638377_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6915/4266451693,3084404360_align.jpg",Yes,1.5604,-1.5604,1,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/86d6277f9e2f07080d73eca3e924b899a901f21b.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/18934972,3242718170_align.jpg",Yes,0.9631,-0.9631,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4869/1833930040,3497641543_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4869/1689269373,3045046026_align.jpg",Yes,0.8113,-0.8113,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/3103362612,1062287167_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/2679627813,4195456126_align.jpg",Yes,1.4919,-1.4919,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13284/2676529600,996358754_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13284/1499579417,959856430_align.jpg",Yes,0.9804,-0.9804,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/1546347942,802255249_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/2580289405,65858136_align.jpg",Yes,1.3655,-1.3655,1,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/48540923dd54564e6db4759bb3de9c82d0584fbb.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/955305549,94325524_align.jpg",Yes,0.8667,-0.8667,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/2264736875,51430425_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/3881399306,1578867792_align.jpg",Yes,1.4402,-1.4402,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/4198803250,2026401963_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/509689695,3386386517_align.jpg",Yes,1.3668,-1.3668,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3139193967,984445583_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3849969249,795784302_align.jpg",Yes,1.4907,-1.4907,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11079/3869745954,4231768427_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11079/4113859875,2168705282_align.jpg",Yes,1.0781,-1.0781,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5758/828934434,2084778601_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5758/3128123094,1533729604_align.jpg",Yes,1.4809,-1.4809,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/2130496354,3060756402_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/622762d0f703918faeba2835513d269758eec4e1.jpg_align.jpg,Yes,1.2835,-1.2835,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4156/3487745811,2239774464_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4156/33029319,689486639_align.jpg",Yes,1.209,-1.209,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1527858981,638613482_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/3653981316,212870790_align.jpg",Yes,1.3116,-1.3116,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10172/436206083,260730047_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10172/4170443648,425746336_align.jpg",Yes,1.2326,-1.2326,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4543/2634491321,3740408138_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4543/1727314111,257711882_align.jpg",Yes,1.5263,-1.5263,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14934/3721971470,4082295289_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14934/1076082351,729444191_align.jpg",Yes,1.2699,-1.2699,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/1119175161,3747913639_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/3799102699,2929375180_align.jpg",Yes,0.8481,-0.8481,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2145/2857491079,792726020_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2145/1193503933,69272541_align.jpg",Yes,0.9839,-0.9839,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14934/484003946,3196197087_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14934/2998872315,1873016353_align.jpg",Yes,1.1663,-1.1663,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/4237097523,668162277_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/638180569,802639032_align.jpg",Yes,1.4046,-1.4046,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/103378733,2880911349_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/1822361967,3202522510_align.jpg",Yes,0.9483,-0.9483,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7052/3272687312,505944678_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7052/2981268521,1150503671_align.jpg",Yes,1.1668,-1.1668,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/2310852841,1154030141_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/602628281,1138897754_align.jpg",Yes,1.0689,-1.0689,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/2002470646,2876190021_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/3896440484,3752537304_align.jpg",Yes,1.4689,-1.4689,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/1546347942,802255249_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/2189373906,744293712_align.jpg",Yes,1.4605,-1.4605,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10172/3769404221,164952544_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10172/2453376560,4125489272_align.jpg",Yes,0.9577,-0.9577,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13284/3774840695,473550126_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13284/1240510206,2737532162_align.jpg",Yes,1.1254,-1.1254,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7290/1796395154,206613558_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7290/1071837463,3664653293_align.jpg",Yes,0.7252,-0.7252,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/2623307337,836388453_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/1971888224,2363385893_align.jpg",Yes,1.0134,-1.0134,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7257/1893785540,4275307615_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7257/3848319096,3191595648_align.jpg",Yes,1.2641,-1.2641,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6529/916952286,1374752868_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6529/1705217813,1753959389_align.jpg",Yes,1.1786,-1.1786,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/3453248750,2433049876_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/287359970,3834211754_align.jpg",Yes,1.1923,-1.1923,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2241/1371640626,2912478528_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2241/d048adde8088a712ccbf1af1.jpg_align.jpg,Yes,0.9332,-0.9332,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2647/1856735256,1132888223_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2647/3975586433,4201840821_align.jpg",Yes,1.4008,-1.4008,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/1826024663,713074368_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/2400106726,2952386171_align.jpg",Yes,1.2985,-1.2985,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/181724352,905426682_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/788549321,1141130121_align.jpg",Yes,0.9597,-0.9597,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4189/1976685271,1011493533_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4189/2839966811,1196057742_align.jpg",Yes,1.3426,-1.3426,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1350672878,3245377076_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2158328741,1516133853_align.jpg",Yes,1.2809,-1.2809,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2080813701,201384161_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/4158321522,36303648_align.jpg",Yes,0.9083,-0.9083,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/2217229332,3935755392_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/e6508eef367a91a3cf1b3e2d.jpg_align.jpg,Yes,1.408,-1.408,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/180855409,4068665089_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3316829901,1712519580_align.jpg",Yes,1.1506,-1.1506,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/15234706,808257533_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/3706524855,3292042546_align.jpg",Yes,1.5083,-1.5083,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2647/1856735256,1132888223_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2647/493183961,862286756_align.jpg",Yes,1.1358,-1.1358,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/3125565575,345884992_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/856062129,2711814695_align.jpg",Yes,1.6116,-1.6116,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/1984805884,1141558632_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/1971888224,2363385893_align.jpg",Yes,1.4047,-1.4047,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2806518600,2030381457_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/334348939,1225802025_align.jpg",Yes,1.5274,-1.5274,1,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11621/0b55b319ebc4b74558d960d7cffc1e178b8215a5.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11621/823062427,325324154_align.jpg",Yes,1.3629,-1.3629,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13159/2368359582,3519794846_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13159/776268363,4128923422_align.jpg",Yes,1.121,-1.121,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/2688790639,816837768_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/2101482121,3842998389_align.jpg",Yes,1.1822,-1.1822,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2498/4215878332,238334049_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2498/648796224,4231511194_align.jpg",Yes,1.0133,-1.0133,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/608516800,1483489968_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1113162425,1701446421_align.jpg",Yes,1.3667,-1.3667,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2761189405,3243263844_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3439783297,1760984367_align.jpg",Yes,1.0439,-1.0439,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2262200152,2871412818_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3699105959,3947895150_align.jpg",Yes,0.9952,-0.9952,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2685/1767876851,2569890682_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2685/404384874,2927087332_align.jpg",Yes,1.2188,-1.2188,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10273/31001618,3406161843_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10273/4008499245,2713627869_align.jpg",Yes,1.0588,-1.0588,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/4030119330,1182691566_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/3653981316,212870790_align.jpg",Yes,1.3219,-1.3219,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9212/1790684520,3599235563_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9212/2255558941,2998531354_align.jpg",Yes,1.2418,-1.2418,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7257/3848319096,3191595648_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7257/1779971635,518063165_align.jpg",Yes,1.2806,-1.2806,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11469/1492350517,3086352780_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11469/956133445,893210036_align.jpg",Yes,1.2807,-1.2807,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/484/2671140737,1620723035_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/484/487026106,1772375341_align.jpg",Yes,0.9394,-0.9394,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13856/1290797455,501898207_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13856/2377847403,660279657_align.jpg",Yes,1.3836,-1.3836,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7187/1383237023,2439617058_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7187/2773757319,611182254_align.jpg",Yes,1.3595,-1.3595,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/4084409137,670357902_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2331613364,2386608069_align.jpg",Yes,1.4223,-1.4223,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4822/4253138214,3266198555_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4822/3866867599,2306460809_align.jpg",Yes,1.214,-1.214,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3308250194,3736521374_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1523525764,561871758_align.jpg",Yes,1.4211,-1.4211,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/4261739602,1524599992_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/3808854972,1569882323_align.jpg",Yes,1.5879,-1.5879,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/386119042,3446175731_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2722140410,2155160248_align.jpg",Yes,1.3387,-1.3387,1,No
